Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
BIIB,Buy,199.15,197.63,187.75,214.75
BRKR,Sell,60.06,60.2400016784668,63.68,57.35
INSM,Sell,115.61,118.08999633789062,124.52,107.94
MSEX,Buy,54.67,54.5,51.3,56.22
