Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
AAPL,Sell,310.39,315.0183186077797,323.59,294.52
TTEK,Sell,30.87,31.22653998983545,32.66,27.31
PATH,Sell,11.65,12.1899995803833,12.97,10.69
KBR,Sell,36.67,37.880001068115234,39.35,32.19
PBF,Sell,48.28,49.13760476819355,52.56,46.1
OMCL,Sell,44.36,45.709999084472656,48.61,38.43
