Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
FSLR,Buy,233.06,229.7,204.42,292.15
CELH,Sell,33.04,33.5099983215332,35.89,28.75
UHS,Sell,157.86,159.81213298171986,165.86,146.02
OSK,Buy,143.69,143.54,134.69,150.03
MLI,Buy,56.84,56.5,53.1,59.17
AVAV,Sell,176.84,190.2100067138672,214.46,176.52
FIZZ,Sell,29.23,30.08189109967536,33.61,28.78
SMTC,Buy,138.89,138.51,116.59,158.04
MXL,Buy,95.68,94.47,77.98,117.61
EXTR,Buy,31.33,29.88,27.93,32.3
CIFR,Buy,21.73,21.45,16.77,27.81
