Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
CFG,Buy,60.77,60.66,57.86,62.93
SLG,Buy,42.43,41.74,39.17,45.1
JANX,Buy,14.03,13.79,13.0,14.88
