Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
SMCI,Sell,38.19,38.290000915527344,41.02,32.45
VST,Sell,159.93,164.72932716002225,174.2,151.82
PI,Sell,157.79,162.9600067138672,172.47,141.63
GOLF,Sell,90.16,90.45007386225167,94.89,85.71
MP,Sell,65.21,67.20999908447266,73.93,61.0
