Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
META,Sell,582.9,607.9000244140625,650.8,583.88
CEG,Buy,238.88,237.73,217.28,265.05
ARE,Sell,52.58,53.47999954223633,56.1,49.59
JBHT,Sell,285.35,291.558221564965,303.45,271.56
U,Sell,29.32,29.899999618530273,32.84,27.56
WAL,Sell,81.13,84.00080411562695,86.45,78.9
RXO,Sell,26.61,27.959999084472656,30.04,25.75
