Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
CRM,Buy,165.89,164.74,152.78,176.44
BSY,Buy,30.67,30.43,28.03,34.4
MANH,Buy,142.92,139.98,129.88,156.87
PCTY,Buy,108.84,108.12,100.86,119.9
DOCS,Buy,20.04,19.89,18.37,21.91
PLAY,Sell,12.93,13.170000076293945,14.5,11.75
