Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
BOOT,Sell,165.8,167.77000427246094,179.42,160.41
LGIH,Buy,57.8,56.92,52.7,60.57
STAA,Sell,24.94,25.5,27.1,23.18
