Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
DELL,Buy,398.83,395.6,355.22,430.78
AMT,Buy,175.59,172.37,161.97,178.46
ENPH,Buy,47.58,46.18,39.71,66.49
