Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
WFC,Sell,81.47,81.6810598558713,83.87,74.5
RGEN,Sell,122.31,125.94999694824219,134.56,107.09
CRI,Buy,37.9,37.68,34.86,40.02
PTGX,Sell,97.38,103.13999938964844,108.18,95.34
