Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
ORCL,Sell,158.78,159.4600067138672,166.47,143.26
TXRH,Buy,189.56,188.77,182.48,204.77
MAC,Buy,23.07,22.87,22.18,24.9
AIN,Sell,62.43,62.900001525878906,66.59,59.67
