Symbol,Buy/Sell,CBT,Entry,Stoploss,TargetPrice
AMD,Sell,503.6,508.70001220703125,549.65,475.48
BKNG,Buy,174.33,172.05,163.07,197.5
TTD,Buy,13.97,13.81,12.98,14.76
MUR,Sell,38.83,39.14500045776367,40.78,35.53
SON,Buy,48.43,48.3,46.02,54.69
NXST,Buy,169.97,165.2,151.92,177.78
AVAV,Buy,147.07,146.84,130.4,163.25
JJSF,Buy,82.56,82.45,78.96,89.25
VIAV,Sell,37.4,37.900001525878906,42.5,34.44
